pathway_id,pathway,pval,padj,log2err,ES,NES,size,leadingEdge
R-HSA-977225,Amyloid fiber formation,0.001923452659587421,0.012240153288283586,0.45505986738722953,0.49026673761206124,1.817210969184344,47,H2BC5;SIAH2;APH1B;H3C6;H2BC21;SORL1;GSN;H3-3A;H2AC6;H2BC12;UBC;H4C8;TSPAN14;TGFBI;UBE2L6;PSENEN;USP9X;BACE1;NCSTN;ITM2B;UBB;H3-3B;H2AZ1
R-HSA-195258,RHO GTPase Effectors,0.003726476616359232,0.02173778026209552,0.32635161099090676,0.2959373962157508,1.4425455013652055,234,H2BC5;S100A8;S100A9;MAPK14;SRGAP2;NCF4;H3C6;H2BC21;LIMK1;BTK;DIAPH2;PAK1;IQGAP1;CYFIP1;H3-3A;ARPC5;NCF2;ACTR2;H2AC6;ARPC3;TUBA1A;H2BC12;FMNL2;CDKN1B;TUBA4A;NCF1;CDC42;PRKCD;PPP2R5A;MYL12B;B9D2;MYL12A;ARPC2;ACTR3;MAPRE1;H4C8;YWHAH;DYNC1LI1;CALM2;ACTB;MYL9;CYBB;CLIP1;NDEL1;TUBB2A;LIMK2;KIF5B;CYBA;PRKCA;CTNNB1;WIPF1;RHOA;KLC3;YWHAB;TUBA1C;IQGAP2;WAS;ABI1;RAC2;RHOC;YWHAE;YWHAZ;NCOA2;TUBB1;TUBB4B;SGO2;ARPC1A;YWHAG;RAC1;WASL;RANBP2;GRB2;MYH9;CFL1;MYLK;DYNC1LI2;PPP1CB;PRKCB;RHOQ;NCKAP1L;H3-3B;BRK1;RHOG;PPP1R12A;PPP2CA;NCKAP1;DYNC1I2;MAPK1;H2BC11;PIK3C3;DYNLL1;ROCK2;MAPK3;AHCTF1
R-HSA-1234174,Cellular response to hypoxia,0.004306969459671104,0.02319137401361364,0.3107769199772489,0.420837185247907,1.6860811145528136,68,CITED2;UBE2D1;UBC;EGLN1;PSMD4;PSME3;EGLN3;ELOC;PSMB6;PSMD9;UBE2D3;HIF1A;HIGD1A;PSME4;RBX1;UBB;PSMA4;EPAS1;PSMB3;PSMD7;ELOB;PSMD2;PSMD6;PSMA7;PSMA5;PSMD10;PSMB5;PSMA3;PSMA1;PSMC1;PSMD12;CUL2;HIF1AN;PSMD1;PSMF1
R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,0.0048619214313496695,0.024309607156748347,0.291090917251384,0.3419793833106686,1.5317566462022936,131,S100A12;S100A8;S100A9;ITGAM;CD36;MAPK14;MAP2K6;TLR6;UBE2D1;LY96;TLR4;BTK;ALPK1;MEF2A;IRAK3;SKP1;ITGB2;BIRC2;RPS6KA1;RIPK3;MAPK7;PLCG2;SOCS1;CHUK;CD180;IRF7;UBC;MYD88;TLR1;CASP8;AGER;TLR2
R-HSA-388841,Costimulation by the CD28 family,0.005457853244390539,0.025469981807155852,0.27986565266193214,-0.4257653256585814,-1.684266965571736,60,HLA-DRB1;HLA-DRA;HLA-DPB1;HLA-DQA1;CD3D;HLA-DPA1;CD3G;LCK;CD3E;PIK3R3;CD247;THEM4;AKT3;YES1;PPP2R5B;PTPN11;CD28
R-HSA-6802952,Signaling by BRAF and RAF1 fusions,0.007289204097714736,0.03189026792750197,0.23835292164691088,0.42303365479433364,1.6374482607051069,57,FN1;JAK2;LMNA;KSR1;ITGA2B;ITGB3;APBB1IP;IQGAP1;PAPSS1;ARRB2;VCL;CALM2;ACTB;MARK3;YWHAB;ARRB1;AP3B1;VWF;RAP1B;TLN1;ATG7;ZC3HAV1;MAP2K1;MAPK1;RAF1
MA-DOL128,MA-DOL128,0.008866995073891626,0.036511156186612576,0.2157828589665743,0.5184675335952827,1.7164516571777138,28,ITGAM;SERPINA1;APBB1IP;CTSD;SERPINB1;SLC11A1;CDC42;SIRPA;PLA2G4A;ITGAX;QSOX1;CD93;IL13RA1;IL1RAP;PTPN6;YWHAZ;RAC1
R-HSA-5663202,Diseases of signal transduction,0.013553113553113554,0.05270655270655271,0.1676585280657653,0.2534818454368328,1.2993039920935698,371,FN1;HGF;TGFA;JAK2;HSP90AA1;BCL2A1;PIK3AP1;KREMEN1;LMNA;KSR1;HDAC4;ITGA2B;BIN2;APH1B;KL;ERLIN2;ITGB3;APBB1IP;TPM4;IQGAP1;PTEN;PAPSS1;MCL1;IRS2;EGF;ARRB2;VCL;SKP1;AGO4;CDKN1B;CEBPB;PPP2R5A;LYN;DUSP16;STAT5B;CDK8;NCOR2;FGFR1OP2;CHUK;UBC;PIK3CB;NEURL1;TBL1X;CALM2;TGFBR1;ACTB;TCF7L2;CLIP1;FKBP1A;PSMD4;KIF5B;PSME3;TPM3;PRKAR1A;MARK3;CTNNB1;POLR2E;PSENEN;HIP1;YWHAB;TYK2;PTPN6;ARRB1;RRBP1;FLT3;TGFBR2;BAG4;CLTC;TBL1XR1;PIK3CA;RAC2;MAML3;POLR2J;RBPJ;ADAM17;VAV1;PSMB6;PSMD9;AP3B1;STRN;SEL1L;VWF;CBL;TFG;NCSTN;RAP1B;RAC1;TLN1;RANBP2;PSME4;ERBIN;RBX1;GRB2;STAT3;JAG1;MYH9;NOTCH1;ATG7;RB1;PPP1CB;MRAS;UBB;PSMA4;PIK3CD;ZC3HAV1;RHOG;MIB1;PPP2CA;MAP2K1;OS9;MAPK1;RAF1;ETV6;SNW1;GAB2;GTF2F1;MSN;GSK3B;PSMB3;MAPK3;PSMD7;GAB1;PSMD2;PSMD6;PSMA7;WDR48;POLR2F;POLR2C;RAP1A;PSMA5;HBEGF;MDM2;QKI;HDAC7;PSMD10;TRAT1;PSMB5;LRP6;PSMA3;PTPN12;PSMA1;NF1;PSEN1;PSMC1;CSK;ADAM10;CEP43;GTF2F2;CARS1;PSMD12;CTBP2;PSMD1;CUX1
R-HSA-380108,Chemokine receptors bind chemokines,0.016914611779091093,0.062316990765072446,0.15817799958919573,-0.49891417037621366,-1.6346431336056197,27,CXCL8;CCL3;CXCL1;CCR3;CXCR3;CXCR5;CCL28;CCR7;CXCL5
R-HSA-4420097,VEGFA-VEGFR2 Pathway,0.020553359683794466,0.07193675889328063,0.14107289711700427,0.3484848924335716,1.451347054792803,86,MAPK14;HSP90AA1;SPHK1;VAV3;NCF4;ITGB3;PAK1;NOS3;CYFIP1;NCF2;NCF1;ITGAV;CDC42;ELMO2;PRKCD;NCK2;PIK3CB;CALM2;ACTB;CYBB;CYBA;PRKCA;CTNNB1;RHOA;ABI1;PIK3CA;VAV1
R-HSA-8856828,Clathrin-mediated endocytosis,0.022504892367906065,0.07501630789302022,0.13405093433856183,0.32024281072691285,1.4037451666573386,114,TGFA;AGFG1;LDLR;HSPA8;FCHO2;ARPC5;EGF;UBQLN2;ARRB2;ACTR2;SGIP1;ARPC3;PICALM;ARPC2;ACTR3;UBC;REPS2;TOR1A;ACTB;COPS5;STAM2;KIAA0319;SCARB2;HIP1;SNX18;VAMP7;ARRB1;EPS15;CLTC;DNM3;IGF2R;CBL;ARPC1A;WASL;GRB2;STAM;GRK3;UBB;COPS4;SH3KBP1
R-HSA-1632852,Macroautophagy,0.024705655278903685,0.07860890316014808,0.12694980276989196,0.3160376020214806,1.4010088014916784,122,PLIN2;GABARAPL1;HSP90AA1;HSPA8;LAMTOR5;VIM;ATG4A;TUBA1A;CHMP2A;TUBA4A;ATG14;MTMR3;MFN2;RB1CC1;UBC;UBE2L3;CHMP2B;DYNC1LI1;RRAGC;RRAGD;TUBB2A;TUBA1C;ATG3;VDAC3;ATG13;UBE2D3;MAP1LC3B;TUBB1;ATG10;LAMTOR2;TUBB4B;WDR45;CHMP6;PLIN3;ATG7;DYNC1LI2;FUNDC1;UBB;PARK7;EPAS1;DYNC1I2;PIK3C3;LAMTOR3;DYNLL1
R-HSA-5362517,Signaling by Retinoic Acid,0.02876847290640394,0.08537435284747112,0.11872977154195252,0.494605108793966,1.575276324521681,24,DHRS9;CPT1A;PDK4;RDH13;DLD;RARA;PDK3
R-HSA-9614085,FOXO-mediated transcription,0.02927120669056153,0.08537435284747112,0.11831785640414004,0.3963609129835245,1.48225233941512,49,TXN;CITED2;RETN;BCL6;GADD45A;BBC3;POMC;KLF4;CDKN1B;SIRT3;STK11;YWHAB;YWHAZ;YWHAG;NR3C1;DDIT3
R-HSA-2262752,Cellular responses to stress,0.03063063063063063,0.08576576576576576,0.10986947213170659,0.224220235229936,1.2049781784781204,646,H2BC5;CLEC1B;FKBP5;H1-2;IDH1;HMOX1;HSPA1A;TXN;HSPA1B;PHC2;CITED2;FKBP4;MAPK14;PGD;MAP2K6;MAP3K5;HSP90AA1;UBE2D1;HSPH1;LMNA;SOD1;E2F1;LY96;COX6A1;NCF4;H3C6;ATP6V1C1;NUP58;H2BC21;OMA1;TLR4;PDIA6;ASF1A;GRB10;HSPA8;LAMTOR5;PRDX6;CAPZA2;H3-3A;EGF;ABCG2;NCF2;NCOA1;CAPZA1;H2AC6;SKP1;CDKN2C;HSPA6;TALDO1;TUBA1A;CEBPG;AGO4;IGFBP7;H2BC12;ATP6V0E1;CDKN1B;TUBA4A;NCF1;HSBP1;PTGES3;CEBPB;BACH1;GCLM;ATP6V1B2;PRKCD;RPS6KA1;MAPK7;DNAJB11;DNAJB1;CARM1;COX7A2;ATF6;NCOR2;HSPA5;UBC;TKT;CDC16;RPL26L1;TCIRG1;H4C8;KPTN;EGLN1;DCTN2;TERF2IP;DYNC1LI1;TBL1X;ATP6V0D1;DNAJA1;ABCC3;ETS2;LMNB1;HIKESHI;RRAGC;CYBB;ATP6V1A;RRAGD;TUBB2A;PSMD4;NUP50;PSME3;CYBA;CCS;SESN2;TUBA1C;GCLC;TRIM21;ATP6V1D;DCP2;DNAJB6;E2F3;BAG4;TBL1XR1;FZR1;COX7B;CUL3;HSP90B1;EGLN3;PRDX1;PPP1R15A;CAPZB;YWHAE;ELOC;COX5B;PSMB6;FNIP1;PSMD9;HSPA1L;UBE2D3;NCOA2;KEAP1;MAP1LC3B;TUBB1;BLVRA;LAMTOR2;MAFK;G6PD;POT1;TUBB4B;HIF1A;DNAJC3;NR3C1;HIGD1A;TLN1;RANBP2;CDC27;PSME4;TFDP2;RBX1;DDIT3;UBE2E1;ACTR10;STAT3;P4HB;YME1L1;DCTN4;RPS6KA3;NOTCH1;RPA1;RB1;DYNC1LI2;COX8A;NPLOC4;RPL36AL;UBB;PSMA4;MAP2K4;NFE2L2;H3-3B;TFDP1;ATP7A;CALR;NDUFA4;MAP4K4;EPAS1;DYNC1I2;MAPK1;EIF2S2;NUP153;ACADVL;ATP6V1E1;NBN;PRDX3;H2BC11;LAMTOR3;DYNLL1;GSK3B;PSMB3;MAPK3;PSMD7;SERP1;COX7A2L;GPX1;PREB;EXOSC4;ELOB;PSMD2;PSMD6;EIF2AK4;NUP214
R-HSA-9020702,Interleukin-1 signaling,0.034845240412692234,0.09381410880340217,0.10701482812120706,0.3140850601371908,1.368446890513238,109,IL1R2;S100A12;MAP2K6;ALPK1;IRAK3;SKP1;IL1R1;IL1RN;CHUK;UBC;MYD88;CASP8;AGER;PSMD4;PSME3;MAP3K3;IL1RAP;TAB2;IKBIP;PSMB6;PSMD9;NFKBIB;PSME4;TOLLIP;RBX1;PELI1;UBB;PSMA4;MAP2K4;MAP2K1;TIFA;PELI2;MAP3K8;PSMB3;PSMD7;PSMD2;PSMD6;RIPK2;PSMA7;IRAK4;PSMA5;PSMD10;PSMB5;PSMA3;PSMA1;N4BP1;NKIRAS2;PSMC1;PSMD12;PSMD1;PSMF1;SQSTM1
R-HSA-5673001,RAF/MAP kinase cascade,0.040075258701787395,0.10389881885648583,0.09791084204867953,0.27416549240167803,1.299965130806424,190,FN1;KBTBD7;HGF;TGFA;JAK2;KSR1;ITGA2B;KL;ITGB3;APBB1IP;IQGAP1;RASGRP3;RASGRP4;IRS2;EGF;ARRB2;VCL;RAPGEF2;CSF2RA;PPP2R5A;DUSP16;UBC;PIK3CB;CALM2;ACTB;FNTB;PSMD4;PSME3;MARK3;YWHAB;CSF2RB;ARRB1;FLT3;PIK3CA;JAK3;CUL3;IL2RA;DUSP5;PSMB6;PSMD9;VWF;LAMTOR2;RAP1B;TLN1;PSME4;RBX1;GRB2;LYPLA1;PPP1CB;MRAS;UBB;PSMA4;RGL2;PPP2CA;MAP2K1;MAPK1;RAF1;LAMTOR3;PSMB3;MAPK3;PSMD7;RASGEF1A;PSMD2;PSMD6;PSMA7;RAP1A;PSMA5;HBEGF;FNTA;PSMD10;PSMB5;PSMA3;PSMA1;NF1;PSMC1;CSK;DLG4;PSMD12;PSMD1;RANBP9
R-HSA-5663220,RHO GTPases Activate Formins,0.04665438919582566,0.11663597298956414,0.09455545155923946,-0.30018442071391255,-1.337454380563224,117,BUB1;BUB1B;SCAI;CDCA8;MAD1L1;CENPK;INCENP;CENPP;FMNL3;KNL1;CENPC;KIF18A;NUP160;SEH1L;RCC2;RANGAP1;DIAPH3;PPP2R5B;NUP107;DVL2;BUB3;ZWINT;PLK1;ZWILCH;CENPH;SPC24;EVL;CENPT;SPDL1;NDC80;NUP85;MIS12;KIF2C
R-HSA-2559583,Cellular Senescence,0.050955414012738856,0.12299582692730068,0.08769719232856345,0.2906810651244228,1.3093334563598107,134,H2BC5;H1-2;TXN;PHC2;MAPK14;MAP2K6;MAP3K5;UBE2D1;E2F1;H3C6;H2BC21;ASF1A;H3-3A;H2AC6;CDKN2C;AGO4;IGFBP7;H2BC12;CDKN1B;CEBPB;RPS6KA1;MAPK7;UBC;CDC16;H4C8;TERF2IP;ETS2;LMNB1
R-HSA-211945,Phase I - Functionalization of compounds,0.05616411073491336,0.12736902000262618,0.08476860541891988,0.3912005947542734,1.4170754206740133,42,CYP3A5;CYP1B1;CES1;ACSS2;NQO2;EPHX1;POMC;NCOA1;PTGES3;POR;TBXAS1;AOC3;PTGS1;MTARC1
R-HSA-196854,Metabolism of vitamins and cofactors,0.0564062802868773,0.12736902000262618,0.08340652120399722,0.29020830975951517,1.302205601439068,132,VNN1;IDH1;VNN2;TCN2;HSP90AA1;PLB1;ACP5;PDSS1;LDLR;MMADHC;CYB5A;BST1;NOS3;PDZD11;PDXK;MTHFD1;MTHFD2;NADK;PARP9;CALM2;VKORC1L1;LMBRD1;SLC2A3;LRP1;TPK1;COQ2;NAMPT;COQ8B;NMNAT1;MTRR;PARP4
R-HSA-9616222,Transcriptional regulation of granulopoiesis,0.05957362024307631,0.13031729428172942,0.08224735492702659,0.3836120287924,1.405999216175715,45,H2BC5;CEBPA;E2F1;H3C6;H2BC21;CSF3R;H3-3A;H2AC6;H2BC12;CEBPB;H4C8;SPI1;RARA;IL6R;FLI1;TFDP2;STAT3;H3-3B;TFDP1
R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,0.07804206801651269,0.16554378064108752,0.071001584690387,0.3183223287720126,1.3073482300881345,79,TGFA;AGFG1;LDLR;FCHO2;EGF;UBQLN2;ARRB2;SGIP1;PICALM;UBC;REPS2;TOR1A;COPS5;STAM2;KIAA0319;SCARB2;VAMP7;ARRB1;EPS15;CLTC;IGF2R;CBL;GRB2;STAM;GRK3;UBB;COPS4;SH3KBP1;VAMP3;COPS2
R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,0.08632431437511504,0.17772652959582505,0.06507299783238983,0.22932519203290547,1.1695284345023784,356,FN1;FAM83A;GALNT3;HGF;TGFA;MMP9;JAK2;COL9A3;PCSK6;MAPK14;HSP90AA1;SPHK1;VAV3;NCF4;APH1B;ATP6V1C1;KL;GRB10;ITGB3;PAK1;MKNK1;RALB;NOS3;IRS2;CYFIP1;MEF2A;EGF;NCF2;CTSD;NEDD4;MEMO1;ATP6V0E1;NCF1;ITGAV;PTPRJ;PDGFC;CDC42;ELMO2;ATP6V1B2;PRKCD;RPS6KA1;LYN;MAPK7;STAT5B;FES;SOCS1;NCK2;UBC;PIK3CB;TCIRG1;CALM2;ACTB;ATP6V0D1;TRIB1;CYBB;STAM2;IGF1R;ATP6V1A;PTPRO;CYBA;RIT1;PRKCA;CTNNB1;POLR2E;RHOA;PSENEN;YWHAB;PTPN6;ATP6V1D;EPS15;FLT3;KIDINS220;CLTC;ABI1;PIK3CA;LAMC1;JAK3;POLR2J;TAB2;ADAM17;VAV1;THBS3;PAG1;DNM3;CBL;VRK3;NCSTN;HIF1A;RAP1B;RAC1;ERBIN;GRB2;STAT3;RPS6KA3;STAM;DUSP3;PRKCB;UBB;NCKAP1L;RAB4A;SH3KBP1;BRK1;SPINT1;PPP2CA;NCKAP1;MAP2K1;IGF2;MAPK1;PTPN1;HNRNPM;ATP6V1E1;GAB2;GTF2F1;TEC;PIK3C3;COL9A2;ROCK2;MAPK3
R-HSA-6806003,Regulation of TP53 Expression and Degradation,0.0916030534351145,0.183206106870229,0.06604004586433615,-0.3898404865512925,-1.3605983824867278,34,SGK1;CCNA2;UBA52;PRDM1;CDK2;AKT3;ATM;PRR5;TP53;PHF20;AKT2;DAXX;MDM4
R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,0.095525494276795,0.1857440166493236,0.06581329395295889,-0.2659211467150264,-1.2275867473283948,148,HERC2;CDCA8;CBX5;INCENP;CBX2;NUP160;SEH1L;SIN3A;PPARA;SATB1;NUP210;NR4A2;DNMT1;NR2C1;CETN2;RANGAP1;SUMO3;PARP1;NUP107;NFKB2;NUP188;NDC1;RING1;SMC6;TP53BP1;SMC5;TDG;MDC1;SMC3;NUP54;CASP8AP2;AURKA;NUP205;RNF168;NUP62;TRIM28;TP53;NUP85;NUP93;NUP155;VHL;MTA1;SUZ12;TOP2A;BMI1;NSMCE4A;CHD3;NUP37;THRA;DNMT3A;PHC3;PML;WRN;DAXX
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),0.11230889847118777,0.21247629440494983,0.058544441155085856,0.3219337575420549,1.2677046543012578,62,H2BC5;UBE2D1;H3C6;H2BC21;H3-3A;H2AC6;CDKN2C;IGFBP7;H2BC12;CDKN1B;CEBPB;RPS6KA1;MAPK7;UBC;CDC16;H4C8
R-HSA-9018519,Estrogen-dependent gene expression,0.14688715953307394,0.2705816096661888,0.050502278205248566,0.2840791890805044,1.2026905670506416,93,H2BC5;TGFA;FKBP4;HSP90AA1;H3C6;H2BC21;GTF2A2;H3-3A;NCOA1;H2AC6;CTSD;KCTD6;AGO4;H2BC12;PTGES3;CARM1;H4C8
R-HSA-449836,Other interleukin signaling,0.1586016195931266,0.2846695736286888,0.04884136955133312,0.44634540634463293,1.2990850474703393,17,STXBP2;CSF1;STX3;STX1A;CSF3R;STX4;TYK2
R-HSA-71403,Citric acid cycle (TCA cycle),0.17494514262916416,0.3061539996010373,0.04654578232320299,0.3621699176442118,1.2367657011858146,32,SUCLG1;SIRT3;ISCU;SDHB;DLD;ISCA2;SDHA;NNT;ACO2;SDHAF3;SDHC;ACAT1
R-HSA-5365859,RA biosynthesis pathway,0.18440145102781136,0.31483174565723887,0.04547347771557116,0.5463143000179069,1.2770338302069841,8,DHRS9;RDH13
R-HSA-8943724,Regulation of PTEN gene transcription,0.20547112462006079,0.32974638328272904,0.042959493925228937,-0.301065682458726,-1.1678723147237893,55,EGR1;CBX2;EZH2;CHD4;GATAD2A;MTA3;MAF1;RPTOR;MBD3;RING1;KDM1A;JUN;HDAC3;GATAD2B;TP53;MTA1;SUZ12;BMI1;CHD3
